Strike Price,Option Premium,Potential Profit,Potential Loss,Risk-Reward Ratio
178.11199951171875,0.0009900069276294055,0.0009900069276294055,-0.0009900069276294055,0.999999898990616
182.7991573936061,0.004404428080655831,0.004404428080655831,-0.004404428080655831,0.9999999772955772
187.4863152754934,0.01652318578942813,0.01652318578942813,-0.01652318578942813,0.9999999939478983
192.17347315738076,0.05302878649719078,0.05302878649719078,-0.05302878649719078,0.9999999981142318
196.8606310392681,0.14758179156830487,0.14758179156830487,-0.14758179156830487,0.9999999993224096
201.54778892115542,0.3607739657563691,0.3607739657563691,-0.3607739657563691,0.9999999997228182
206.23494680304276,0.7842163898578285,0.7842163898578285,-0.7842163898578285,0.9999999998724841
210.9221046849301,1.5336632255940046,1.5336632255940046,-1.5336632255940046,0.9999999999347966
215.60926256681745,2.729080719661468,2.729080719661468,-2.729080719661468,0.9999999999633576
220.29642044870477,4.466913610489243,4.466913610489243,-4.466913610489243,0.9999999999776131
224.9835783305921,6.795494231699735,6.795494231699735,-4.451915290756062,1.5264203803826248
229.67073621247943,9.704029574203986,9.704029574203986,-2.6732927513729976,3.629991353867629
234.35789409436677,13.12895924203437,13.12895924203437,-1.4110645373160366,9.304293952476705
239.04505197625411,16.973310455892715,16.973310455892715,-0.5682578692870379,29.869028429296186
243.73220985814146,21.130066199266764,21.130066199266764,-0.03785573077374238,558.1735106301453
248.4193677400288,25.501278621732723,25.501278621732723,0.27808972864764314,91.7016199648073
253.10652562191612,30.008802243343183,30.008802243343183,0.4577239889244993,65.56091217176076
257.79368350380344,34.59689606339526,34.59689606339526,0.5567880507597351,62.136563473253915
262.4808413856908,39.22945578541294,39.22945578541294,0.611386210629405,64.16477031533118
267.1679992675781,43.88501591288167,43.88501591288167,0.6429839650480176,68.25211559168378
